"id","date","ags","inspid1km","x","y"
2411,"2024-12-13","08115050","CRS3035RES1000mN2852000E4234000",4234500,2852500
2412,"2024-12-13","08116014","CRS3035RES1000mN2844000E4276000",4276500,2844500
2413,"2024-12-13","12071044","CRS3035RES1000mN3177000E4638000",4638500,3177500
2414,"2024-12-13","05370020","CRS3035RES1000mN3112000E4054000",4054500,3112500
2415,"2024-12-13","07335022","CRS3035RES1000mN2925000E4145000",4145500,2925500
2416,"2024-12-13","08118081","CRS3035RES1000mN2865000E4269000",4269500,2865500
2417,"2024-12-13","06635002","CRS3035RES1000mN3141000E4252000",4252500,3141500
2418,"2024-12-13","16066086","CRS3035RES1000mN3061000E4346000",4346500,3061500
2419,"2024-12-13","08327006","CRS3035RES1000mN2776000E4232000",4232500,2776500
2420,"2024-12-13","14612000","CRS3035RES1000mN3107000E4588000",4588500,3107500
2421,"2024-12-13","07137096","CRS3035RES1000mN3033000E4137000",4137500,3033500
2422,"2024-12-13","05315000","CRS3035RES1000mN3094000E4107000",4107500,3094500
2423,"2024-12-13","15087412","CRS3035RES1000mN3162000E4387000",4387500,3162500
2424,"2024-12-13","09678175","CRS3035RES1000mN2978000E4331000",4331500,2978500
2425,"2024-12-13","05362024","CRS3035RES1000mN3093000E4096000",4096500,3093500
2426,"2024-12-13","06434005","CRS3035RES1000mN3007000E4210000",4210500,3007500
2427,"2024-12-13","05382068","CRS3035RES1000mN3077000E4115000",4115500,3077500
2428,"2024-12-13","05515000","CRS3035RES1000mN3203000E4154000",4154500,3203500
2429,"2024-12-13","06435002","CRS3035RES1000mN3022000E4275000",4275500,3022500
2430,"2024-12-13","03360005","CRS3035RES1000mN3304000E4366000",4366500,3304500
2431,"2024-12-13","03404000","CRS3035RES1000mN3240000E4188000",4188500,3240500
2432,"2024-12-13","09779194","CRS3035RES1000mN2859000E4356000",4356500,2859500
2433,"2024-12-13","08317102","CRS3035RES1000mN2829000E4185000",4185500,2829500
2434,"2024-12-13","15084235","CRS3035RES1000mN3117000E4468000",4468500,3117500
2435,"2024-12-13","14713000","CRS3035RES1000mN3140000E4490000",4490500,3140500
2436,"2024-12-13","16063097","CRS3035RES1000mN3088000E4336000",4336500,3088500
2437,"2024-12-13","15003000","CRS3035RES1000mN3226000E4431000",4431500,3226500
2438,"2024-12-13","03241017","CRS3035RES1000mN3233000E4289000",4289500,3233500
2439,"2024-12-13","07331031","CRS3035RES1000mN2960000E4189000",4189500,2960500
2440,"2024-12-13","03460010","CRS3035RES1000mN3304000E4206000",4206500,3304500
2441,"2024-12-13","05314000","CRS3035RES1000mN3074000E4116000",4116500,3074500
2442,"2024-12-13","01056018","CRS3035RES1000mN3390000E4308000",4308500,3390500
2443,"2024-12-13","09371151","CRS3035RES1000mN2933000E4446000",4446500,2933500
2444,"2024-12-13","02000000","CRS3035RES1000mN3380000E4323000",4323500,3380500
2445,"2024-12-13","09162000","CRS3035RES1000mN2786000E4433000",4433500,2786500
2446,"2024-12-13","09161000","CRS3035RES1000mN2851000E4427000",4427500,2851500
2447,"2024-12-13","14521590","CRS3035RES1000mN3070000E4516000",4516500,3070500
2448,"2024-12-13","02000000","CRS3035RES1000mN3388000E4321000",4321500,3388500
2449,"2024-12-13","05558024","CRS3035RES1000mN3186000E4143000",4143500,3186500
2450,"2024-12-13","01058101","CRS3035RES1000mN3451000E4301000",4301500,3451500
2451,"2024-12-13","08118048","CRS3035RES1000mN2864000E4262000",4262500,2864500
2452,"2024-12-13","04011000","CRS3035RES1000mN3331000E4242000",4242500,3331500
2453,"2024-12-13","13072091","CRS3035RES1000mN3443000E4477000",4477500,3443500
2454,"2024-12-13","05362020","CRS3035RES1000mN3077000E4089000",4089500,3077500
2455,"2024-12-13","09773144","CRS3035RES1000mN2827000E4350000",4350500,2827500
2456,"2024-12-13","08226040","CRS3035RES1000mN2944000E4223000",4223500,2944500
2457,"2024-12-13","08421000","CRS3035RES1000mN2804000E4319000",4319500,2804500
2458,"2024-12-13","05913000","CRS3035RES1000mN3153000E4150000",4150500,3153500
2459,"2024-12-13","02000000","CRS3035RES1000mN3384000E4318000",4318500,3384500
2460,"2024-12-13","11000000","CRS3035RES1000mN3274000E4547000",4547500,3274500
2461,"2024-12-13","14730070","CRS3035RES1000mN3159000E4483000",4483500,3159500
2462,"2024-12-13","03101000","CRS3035RES1000mN3245000E4362000",4362500,3245500
2463,"2024-12-13","02000000","CRS3035RES1000mN3386000E4319000",4319500,3386500
2464,"2024-12-13","14612000","CRS3035RES1000mN3108000E4590000",4590500,3108500
2465,"2024-12-13","09471207","CRS3035RES1000mN2979000E4375000",4375500,2979500
2466,"2024-12-13","08226103","CRS3035RES1000mN2906000E4220000",4220500,2906500
2467,"2024-12-13","11000000","CRS3035RES1000mN3267000E4564000",4564500,3267500
2468,"2024-12-13","03241016","CRS3035RES1000mN3244000E4321000",4321500,3244500
2469,"2024-12-13","03453012","CRS3035RES1000mN3308000E4180000",4180500,3308500
2470,"2024-12-13","14730190","CRS3035RES1000mN3155000E4519000",4519500,3155500
2471,"2024-12-13","06534004","CRS3035RES1000mN3091000E4217000",4217500,3091500
2472,"2024-12-13","06412000","CRS3035RES1000mN3000000E4226000",4226500,3000500
2473,"2024-12-13","07333040","CRS3035RES1000mN2957000E4170000",4170500,2957500
2474,"2024-12-13","05515000","CRS3035RES1000mN3212000E4157000",4157500,3212500
2475,"2024-12-13","12068426","CRS3035RES1000mN3307000E4496000",4496500,3307500
2476,"2024-12-13","14625525","CRS3035RES1000mN3118000E4630000",4630500,3118500
2477,"2024-12-13","08337126","CRS3035RES1000mN2727000E4189000",4189500,2727500
2478,"2024-12-13","12072477","CRS3035RES1000mN3237000E4557000",4557500,3237500
2479,"2024-12-13","09161000","CRS3035RES1000mN2852000E4421000",4421500,2852500
2480,"2024-12-13","02000000","CRS3035RES1000mN3386000E4316000",4316500,3386500
2481,"2024-12-13","16067092","CRS3035RES1000mN3087000E4365000",4365500,3087500
2482,"2024-12-13","09362000","CRS3035RES1000mN2880000E4471000",4471500,2880500
2483,"2024-12-13","08128007","CRS3035RES1000mN2930000E4303000",4303500,2930500
2484,"2024-12-13","05124000","CRS3035RES1000mN3134000E4123000",4123500,3134500
2485,"2024-12-13","03357008","CRS3035RES1000mN3380000E4270000",4270500,3380500
2486,"2024-12-13","09678176","CRS3035RES1000mN2987000E4338000",4338500,2987500
2487,"2024-12-13","08118014","CRS3035RES1000mN2870000E4268000",4268500,2870500
2488,"2024-12-13","05962028","CRS3035RES1000mN3113000E4146000",4146500,3113500
2489,"2024-12-13","09187130","CRS3035RES1000mN2756000E4458000",4458500,2756500
2490,"2024-12-13","02000000","CRS3035RES1000mN3392000E4324000",4324500,3392500
2491,"2024-12-13","09187122","CRS3035RES1000mN2753000E4464000",4464500,2753500
2492,"2024-12-13","05958044","CRS3035RES1000mN3132000E4183000",4183500,3132500
2493,"2024-12-13","12068409","CRS3035RES1000mN3304000E4482000",4482500,3304500
2494,"2024-12-13","15086055","CRS3035RES1000mN3218000E4454000",4454500,3218500
2495,"2024-12-13","16069053","CRS3035RES1000mN3034000E4378000",4378500,3034500
2496,"2024-12-13","13073054","CRS3035RES1000mN3472000E4516000",4516500,3472500
2497,"2024-12-13","07335004","CRS3035RES1000mN2933000E4169000",4169500,2933500
2498,"2024-12-13","07231053","CRS3035RES1000mN2980000E4090000",4090500,2980500
2499,"2024-12-13","09673184","CRS3035RES1000mN3023000E4342000",4342500,3023500
2500,"2024-12-13","08118046","CRS3035RES1000mN2861000E4262000",4262500,2861500
2501,"2024-12-13","05711000","CRS3035RES1000mN3221000E4218000",4218500,3221500
2502,"2024-12-13","05334004","CRS3035RES1000mN3090000E4052000",4052500,3090500
2503,"2024-12-13","08118046","CRS3035RES1000mN2861000E4261000",4261500,2861500
2504,"2024-12-13","06611000","CRS3035RES1000mN3135000E4289000",4289500,3135500
2505,"2024-12-13","05314000","CRS3035RES1000mN3074000E4115000",4115500,3074500
2506,"2024-12-13","07137096","CRS3035RES1000mN3033000E4137000",4137500,3033500
2507,"2024-12-13","08315070","CRS3035RES1000mN2753000E4197000",4197500,2753500
2508,"2024-12-13","12061224","CRS3035RES1000mN3217000E4619000",4619500,3217500
2509,"2024-12-13","03452023","CRS3035RES1000mN3377000E4148000",4148500,3377500
2510,"2024-12-13","10043111","CRS3035RES1000mN2926000E4098000",4098500,2926500
2511,"2024-12-13","14612000","CRS3035RES1000mN3114000E4580000",4580500,3114500
2512,"2024-12-13","12072477","CRS3035RES1000mN3236000E4557000",4557500,3236500
2513,"2024-12-13","05170008","CRS3035RES1000mN3166000E4093000",4093500,3166500
2514,"2024-12-13","03454019","CRS3035RES1000mN3288000E4150000",4150500,3288500
2515,"2024-12-13","03359007","CRS3035RES1000mN3376000E4293000",4293500,3376500
2516,"2024-12-13","05958044","CRS3035RES1000mN3136000E4182000",4182500,3136500
2517,"2024-12-13","03457002","CRS3035RES1000mN3391000E4100000",4100500,3391500
2518,"2024-12-13","02000000","CRS3035RES1000mN3384000E4321000",4321500,3384500
2519,"2024-12-13","02000000","CRS3035RES1000mN3385000E4318000",4318500,3385500
2520,"2024-12-13","09272147","CRS3035RES1000mN2863000E4565000",4565500,2863500
2521,"2024-12-13","09171112","CRS3035RES1000mN2788000E4532000",4532500,2788500
2522,"2024-12-13","12062128","CRS3035RES1000mN3168000E4545000",4545500,3168500
2523,"2024-12-13","09187114","CRS3035RES1000mN2742000E4495000",4495500,2742500
2524,"2024-12-13","11000000","CRS3035RES1000mN3266000E4564000",4564500,3266500
2525,"2024-12-13","07335034","CRS3035RES1000mN2933000E4156000",4156500,2933500
2526,"2024-12-13","05954016","CRS3035RES1000mN3147000E4121000",4121500,3147500
2527,"2024-12-13","08121000","CRS3035RES1000mN2891000E4262000",4262500,2891500
2528,"2024-12-13","02000000","CRS3035RES1000mN3380000E4329000",4329500,3380500
2529,"2024-12-13","08125006","CRS3035RES1000mN2904000E4257000",4257500,2904500
2530,"2024-12-13","09162000","CRS3035RES1000mN2776000E4437000",4437500,2776500
2531,"2024-12-13","09575153","CRS3035RES1000mN2939000E4365000",4365500,2939500
2532,"2024-12-13","09779194","CRS3035RES1000mN2859000E4356000",4356500,2859500
2533,"2024-12-13","12069616","CRS3035RES1000mN3260000E4545000",4545500,3260500
2534,"2024-12-13","06412000","CRS3035RES1000mN2998000E4225000",4225500,2998500
2535,"2024-12-13","06531018","CRS3035RES1000mN3057000E4224000",4224500,3057500
2536,"2024-12-13","02000000","CRS3035RES1000mN3383000E4325000",4325500,3383500
2537,"2024-12-13","08215084","CRS3035RES1000mN2897000E4220000",4220500,2897500
2538,"2024-12-13","14627010","CRS3035RES1000mN3120000E4572000",4572500,3120500
2539,"2024-12-13","14713000","CRS3035RES1000mN3136000E4481000",4481500,3136500
2540,"2024-12-13","09174141","CRS3035RES1000mN2802000E4430000",4430500,2802500
2541,"2024-12-13","12072297","CRS3035RES1000mN3215000E4526000",4526500,3215500
2542,"2024-12-13","09177126","CRS3035RES1000mN2812000E4464000",4464500,2812500
2543,"2024-12-13","07211000","CRS3035RES1000mN2965000E4082000",4082500,2965500
2544,"2024-12-13","09189155","CRS3035RES1000mN2754000E4519000",4519500,2754500
2545,"2024-12-13","09571193","CRS3035RES1000mN2918000E4333000",4333500,2918500
2546,"2024-12-13","06432018","CRS3035RES1000mN2966000E4219000",4219500,2966500
2547,"2024-12-13","03358019","CRS3035RES1000mN3333000E4307000",4307500,3333500
2548,"2024-12-13","09161000","CRS3035RES1000mN2848000E4424000",4424500,2848500
2549,"2024-12-13","06432010","CRS3035RES1000mN2972000E4243000",4243500,2972500
2550,"2024-12-13","12071044","CRS3035RES1000mN3177000E4639000",4639500,3177500
2551,"2024-12-13","08426021","CRS3035RES1000mN2773000E4312000",4312500,2773500
2552,"2024-12-13","01056044","CRS3035RES1000mN3389000E4310000",4310500,3389500
2553,"2024-12-13","07335034","CRS3035RES1000mN2932000E4156000",4156500,2932500
2554,"2024-12-13","01058008","CRS3035RES1000mN3480000E4301000",4301500,3480500
2555,"2024-12-13","03101000","CRS3035RES1000mN3239000E4355000",4355500,3239500
2556,"2024-12-13","12064380","CRS3035RES1000mN3274000E4577000",4577500,3274500
2557,"2024-12-13","08327054","CRS3035RES1000mN2766000E4229000",4229500,2766500
2558,"2024-12-13","08222000","CRS3035RES1000mN2934000E4211000",4211500,2934500
2559,"2024-12-13","08121000","CRS3035RES1000mN2890000E4263000",4263500,2890500
2560,"2024-12-13","12065100","CRS3035RES1000mN3326000E4532000",4532500,3326500
2561,"2024-12-13","07232088","CRS3035RES1000mN2995000E4055000",4055500,2995500
2562,"2024-12-13","12061450","CRS3035RES1000mN3215000E4608000",4608500,3215500
2563,"2024-12-13","01054126","CRS3035RES1000mN3515000E4251000",4251500,3515500
2564,"2024-12-13","05111000","CRS3035RES1000mN3127000E4097000",4097500,3127500
2565,"2024-12-13","05154036","CRS3035RES1000mN3199000E4051000",4051500,3199500
2566,"2024-12-13","01062018","CRS3035RES1000mN3382000E4335000",4335500,3382500
2567,"2024-12-13","08119091","CRS3035RES1000mN2856000E4276000",4276500,2856500
2568,"2024-12-13","04011000","CRS3035RES1000mN3333000E4246000",4246500,3333500
2569,"2024-12-13","13071068","CRS3035RES1000mN3404000E4516000",4516500,3404500
2570,"2024-12-13","01055010","CRS3035RES1000mN3457000E4391000",4391500,3457500
2571,"2024-12-13","03458005","CRS3035RES1000mN3329000E4226000",4226500,3329500
2572,"2024-12-13","01058008","CRS3035RES1000mN3478000E4301000",4301500,3478500
2573,"2024-12-13","09187150","CRS3035RES1000mN2751000E4475000",4475500,2751500
2574,"2024-12-13","03456001","CRS3035RES1000mN3247000E4122000",4122500,3247500
2575,"2024-12-13","05566056","CRS3035RES1000mN3245000E4168000",4168500,3245500
2576,"2024-12-13","09184149","CRS3035RES1000mN2798000E4438000",4438500,2798500
2577,"2024-12-13","03241001","CRS3035RES1000mN3253000E4298000",4298500,3253500
2578,"2024-12-13","16053000","CRS3035RES1000mN3092000E4432000",4432500,3092500
2579,"2024-12-13","08118071","CRS3035RES1000mN2869000E4258000",4258500,2869500
2580,"2024-12-13","16074018","CRS3035RES1000mN3097000E4453000",4453500,3097500
2581,"2024-12-13","05513000","CRS3035RES1000mN3165000E4121000",4121500,3165500
2582,"2024-12-13","06438004","CRS3035RES1000mN2996000E4244000",4244500,2996500
2583,"2024-12-13","07141025","CRS3035RES1000mN3026000E4161000",4161500,3026500
2584,"2024-12-13","09575118","CRS3035RES1000mN2944000E4363000",4363500,2944500
2585,"2024-12-13","07211000","CRS3035RES1000mN2964000E4075000",4075500,2964500
2586,"2024-12-13","01058101","CRS3035RES1000mN3452000E4301000",4301500,3452500
2587,"2024-12-13","12072169","CRS3035RES1000mN3214000E4531000",4531500,3214500
2588,"2024-12-13","06534016","CRS3035RES1000mN3082000E4258000",4258500,3082500
2589,"2024-12-13","03252008","CRS3035RES1000mN3219000E4293000",4293500,3219500
2590,"2024-12-13","08421000","CRS3035RES1000mN2813000E4322000",4322500,2813500
2591,"2024-12-13","14730190","CRS3035RES1000mN3154000E4515000",4515500,3154500
2592,"2024-12-13","01060053","CRS3035RES1000mN3417000E4337000",4337500,3417500
2593,"2024-12-13","08436081","CRS3035RES1000mN2728000E4303000",4303500,2728500
2594,"2024-12-13","03159008","CRS3035RES1000mN3152000E4299000",4299500,3152500
2595,"2024-12-13","03241007","CRS3035RES1000mN3244000E4302000",4302500,3244500
2596,"2024-12-13","04011000","CRS3035RES1000mN3329000E4239000",4239500,3329500
2597,"2024-12-13","09779130","CRS3035RES1000mN2860000E4362000",4362500,2860500
2598,"2024-12-13","12061224","CRS3035RES1000mN3223000E4620000",4620500,3223500
2599,"2024-12-13","15081240","CRS3035RES1000mN3284000E4414000",4414500,3284500
2600,"2024-12-13","06635019","CRS3035RES1000mN3121000E4246000",4246500,3121500
2601,"2024-12-13","08118081","CRS3035RES1000mN2862000E4268000",4268500,2862500
2602,"2024-12-13","15091010","CRS3035RES1000mN3180000E4520000",4520500,3180500
2603,"2024-12-13","16073113","CRS3035RES1000mN3053000E4402000",4402500,3053500
2604,"2024-12-13","09564000","CRS3035RES1000mN2928000E4400000",4400500,2928500
2605,"2024-12-13","09189140","CRS3035RES1000mN2743000E4520000",4520500,2743500
2606,"2024-12-13","06414000","CRS3035RES1000mN2998000E4194000",4194500,2998500
2607,"2024-12-13","03153002","CRS3035RES1000mN3197000E4358000",4358500,3197500
2608,"2024-12-13","08119008","CRS3035RES1000mN2870000E4278000",4278500,2870500
2609,"2024-12-13","02000000","CRS3035RES1000mN3383000E4323000",4323500,3383500
2610,"2024-12-13","05978036","CRS3035RES1000mN3163000E4160000",4160500,3163500
2611,"2024-12-13","09275126","CRS3035RES1000mN2844000E4587000",4587500,2844500
2612,"2024-12-13","05124000","CRS3035RES1000mN3134000E4123000",4123500,3134500
2613,"2024-12-13","11000000","CRS3035RES1000mN3261000E4552000",4552500,3261500
2614,"2024-12-13","03241004","CRS3035RES1000mN3264000E4311000",4311500,3264500
2615,"2024-12-13","09162000","CRS3035RES1000mN2787000E4438000",4438500,2787500
2616,"2024-12-13","01058059","CRS3035RES1000mN3446000E4308000",4308500,3446500
2617,"2024-12-13","09564000","CRS3035RES1000mN2928000E4403000",4403500,2928500
2618,"2024-12-13","14625120","CRS3035RES1000mN3159000E4614000",4614500,3159500
2619,"2024-12-13","08226103","CRS3035RES1000mN2906000E4219000",4219500,2906500
2620,"2024-12-13","14612000","CRS3035RES1000mN3110000E4579000",4579500,3110500
2621,"2024-12-13","09471145","CRS3035RES1000mN2967000E4392000",4392500,2967500
2622,"2024-12-13","05978036","CRS3035RES1000mN3162000E4158000",4158500,3162500
2623,"2024-12-13","15081280","CRS3035RES1000mN3280000E4401000",4401500,3280500
2624,"2024-12-13","09190157","CRS3035RES1000mN2748000E4407000",4407500,2748500
2625,"2024-12-13","11000000","CRS3035RES1000mN3273000E4538000",4538500,3273500
2626,"2024-12-13","03451007","CRS3035RES1000mN3352000E4181000",4181500,3352500
2627,"2024-12-13","14524080","CRS3035RES1000mN3081000E4502000",4502500,3081500
2628,"2024-12-13","05558012","CRS3035RES1000mN3206000E4126000",4126500,3206500
2629,"2024-12-13","05512000","CRS3035RES1000mN3162000E4111000",4111500,3162500
2630,"2024-12-13","09183129","CRS3035RES1000mN2808000E4507000",4507500,2808500
2631,"2024-12-13","07315000","CRS3035RES1000mN2989000E4193000",4193500,2989500
2632,"2024-12-13","13072091","CRS3035RES1000mN3443000E4477000",4477500,3443500
2633,"2024-12-13","01003000","CRS3035RES1000mN3416000E4364000",4364500,3416500
2634,"2024-12-13","05970024","CRS3035RES1000mN3098000E4178000",4178500,3098500
2635,"2024-12-13","09675141","CRS3035RES1000mN2957000E4332000",4332500,2957500
2636,"2024-12-13","14713000","CRS3035RES1000mN3135000E4490000",4490500,3135500
2637,"2024-12-13","01058008","CRS3035RES1000mN3480000E4301000",4301500,3480500
2638,"2024-12-13","09663000","CRS3035RES1000mN2965000E4321000",4321500,2965500
2639,"2024-12-13","07332022","CRS3035RES1000mN2928000E4194000",4194500,2928500
2640,"2024-12-13","13074010","CRS3035RES1000mN3431000E4399000",4399500,3431500
2641,"2024-12-13","05374024","CRS3035RES1000mN3108000E4148000",4148500,3108500
2642,"2024-12-13","09671136","CRS3035RES1000mN2988000E4253000",4253500,2988500
2643,"2024-12-13","05124000","CRS3035RES1000mN3134000E4123000",4123500,3134500
2644,"2024-12-13","08236040","CRS3035RES1000mN2869000E4237000",4237500,2869500
2645,"2024-12-13","08118079","CRS3035RES1000mN2872000E4255000",4255500,2872500
2646,"2024-12-13","09187120","CRS3035RES1000mN2738000E4478000",4478500,2738500
2647,"2024-12-13","09671133","CRS3035RES1000mN2991000E4259000",4259500,2991500
2648,"2024-12-13","03159008","CRS3035RES1000mN3152000E4298000",4298500,3152500
2649,"2024-12-13","08121000","CRS3035RES1000mN2892000E4263000",4263500,2892500
2650,"2024-12-13","02000000","CRS3035RES1000mN3373000E4318000",4318500,3373500
2651,"2024-12-13","02000000","CRS3035RES1000mN3388000E4329000",4329500,3388500
2652,"2024-12-13","08315108","CRS3035RES1000mN2754000E4151000",4151500,2754500
2653,"2024-12-13","02000000","CRS3035RES1000mN3388000E4329000",4329500,3388500
2654,"2024-12-13","03455027","CRS3035RES1000mN3365000E4182000",4182500,3365500
2655,"2024-12-13","07315000","CRS3035RES1000mN2989000E4196000",4196500,2989500
2656,"2024-12-13","06435016","CRS3035RES1000mN3006000E4283000",4283500,3006500
2657,"2024-12-13","09573134","CRS3035RES1000mN2925000E4390000",4390500,2925500
2658,"2024-12-13","16063078","CRS3035RES1000mN3076000E4318000",4318500,3076500
2659,"2024-12-13","05370012","CRS3035RES1000mN3102000E4047000",4047500,3102500
2660,"2024-12-13","09377139","CRS3035RES1000mN2980000E4502000",4502500,2980500
2661,"2024-12-13","08222000","CRS3035RES1000mN2933000E4209000",4209500,2933500
2662,"2024-12-13","15082340","CRS3035RES1000mN3164000E4479000",4479500,3164500
2663,"2024-12-13","03457014","CRS3035RES1000mN3361000E4143000",4143500,3361500
2664,"2024-12-13","08226041","CRS3035RES1000mN2915000E4224000",4224500,2915500
2665,"2024-12-13","05166032","CRS3035RES1000mN3130000E4071000",4071500,3130500
2666,"2024-12-13","16071101","CRS3035RES1000mN3104000E4421000",4421500,3104500
2667,"2024-12-13","06439015","CRS3035RES1000mN3006000E4192000",4192500,3006500
2668,"2024-12-13","09187130","CRS3035RES1000mN2756000E4457000",4457500,2756500
2669,"2024-12-13","14626600","CRS3035RES1000mN3164000E4643000",4643500,3164500
2670,"2024-12-13","07338022","CRS3035RES1000mN2925000E4195000",4195500,2925500
2671,"2024-12-13","02000000","CRS3035RES1000mN3389000E4313000",4313500,3389500
2672,"2024-12-13","05382068","CRS3035RES1000mN3080000E4118000",4118500,3080500
2673,"2024-12-13","05334002","CRS3035RES1000mN3082000E4044000",4044500,3082500
2674,"2024-12-13","05382044","CRS3035RES1000mN3081000E4112000",4112500,3081500
2675,"2024-12-13","08226065","CRS3035RES1000mN2906000E4226000",4226500,2906500
2676,"2024-12-13","09171112","CRS3035RES1000mN2786000E4530000",4530500,2786500
2677,"2024-12-13","09274113","CRS3035RES1000mN2828000E4475000",4475500,2828500
2678,"2024-12-13","05954016","CRS3035RES1000mN3148000E4124000",4124500,3148500
2679,"2024-12-13","12063208","CRS3035RES1000mN3290000E4519000",4519500,3290500
2680,"2024-12-13","09188139","CRS3035RES1000mN2767000E4420000",4420500,2767500
2681,"2024-12-13","14521620","CRS3035RES1000mN3069000E4522000",4522500,3069500
2682,"2024-12-13","07331072","CRS3035RES1000mN2969000E4174000",4174500,2969500
2683,"2024-12-13","08118076","CRS3035RES1000mN2877000E4249000",4249500,2877500
2684,"2024-12-13","09162000","CRS3035RES1000mN2787000E4433000",4433500,2787500
2685,"2024-12-13","14625010","CRS3035RES1000mN3117000E4597000",4597500,3117500
2686,"2024-12-13","01062090","CRS3035RES1000mN3396000E4330000",4330500,3396500
2687,"2024-12-13","05112000","CRS3035RES1000mN3163000E4093000",4093500,3163500
2688,"2024-12-13","03455026","CRS3035RES1000mN3364000E4195000",4195500,3364500
2689,"2024-12-13","03241019","CRS3035RES1000mN3271000E4302000",4302500,3271500
2690,"2024-12-13","03455026","CRS3035RES1000mN3364000E4195000",4195500,3364500
2691,"2024-12-13","12061224","CRS3035RES1000mN3221000E4623000",4623500,3221500
2692,"2024-12-13","14627010","CRS3035RES1000mN3120000E4572000",4572500,3120500
2693,"2024-12-13","05315000","CRS3035RES1000mN3100000E4108000",4108500,3100500
2694,"2024-12-13","02000000","CRS3035RES1000mN3385000E4324000",4324500,3385500
2695,"2024-12-13","11000000","CRS3035RES1000mN3275000E4550000",4550500,3275500
2696,"2024-12-13","13073084","CRS3035RES1000mN3480000E4561000",4561500,3480500
2697,"2024-12-13","07335015","CRS3035RES1000mN2927000E4167000",4167500,2927500
2698,"2024-12-13","13075058","CRS3035RES1000mN3451000E4571000",4571500,3451500
2699,"2024-12-13","13003000","CRS3035RES1000mN3447000E4462000",4462500,3447500
2700,"2024-12-13","13073070","CRS3035RES1000mN3477000E4549000",4549500,3477500
2701,"2024-12-13","01058137","CRS3035RES1000mN3496000E4310000",4310500,3496500
2702,"2024-12-13","13076128","CRS3035RES1000mN3401000E4441000",4441500,3401500
2703,"2024-12-13","09477128","CRS3035RES1000mN2997000E4425000",4425500,2997500
2704,"2024-12-13","02000000","CRS3035RES1000mN3387000E4332000",4332500,3387500
2705,"2024-12-13","14612000","CRS3035RES1000mN3110000E4579000",4579500,3110500
2706,"2024-12-13","11000000","CRS3035RES1000mN3266000E4545000",4545500,3266500
2707,"2024-12-13","06531010","CRS3035RES1000mN3045000E4247000",4247500,3045500
2708,"2024-12-13","01058008","CRS3035RES1000mN3480000E4301000",4301500,3480500
2709,"2024-12-13","13003000","CRS3035RES1000mN3448000E4455000",4455500,3448500
2710,"2024-12-13","09676116","CRS3035RES1000mN2956000E4268000",4268500,2956500
2711,"2024-12-13","02000000","CRS3035RES1000mN3392000E4322000",4322500,3392500
2712,"2024-12-13","16071101","CRS3035RES1000mN3104000E4421000",4421500,3104500
2713,"2024-12-13","12061450","CRS3035RES1000mN3222000E4610000",4610500,3222500
2714,"2024-12-13","16071101","CRS3035RES1000mN3103000E4425000",4425500,3103500
2715,"2024-12-13","08317141","CRS3035RES1000mN2825000E4162000",4162500,2825500
2716,"2024-12-13","02000000","CRS3035RES1000mN3386000E4324000",4324500,3386500
2717,"2024-12-13","03456001","CRS3035RES1000mN3252000E4122000",4122500,3252500
2718,"2024-12-13","03103000","CRS3035RES1000mN3260000E4378000",4378500,3260500
2719,"2024-12-13","05378032","CRS3035RES1000mN3113000E4126000",4126500,3113500
2720,"2024-12-13","08116077","CRS3035RES1000mN2841000E4262000",4262500,2841500
2721,"2024-12-13","08325014","CRS3035RES1000mN2789000E4209000",4209500,2789500
2722,"2024-12-13","05170012","CRS3035RES1000mN3186000E4086000",4086500,3186500
2723,"2024-12-13","06438010","CRS3035RES1000mN2996000E4239000",4239500,2996500
2724,"2024-12-13","12068426","CRS3035RES1000mN3308000E4496000",4496500,3308500
2725,"2024-12-13","09564000","CRS3035RES1000mN2920000E4403000",4403500,2920500
2726,"2024-12-13","05382032","CRS3035RES1000mN3062000E4112000",4112500,3062500
2727,"2024-12-13","06635019","CRS3035RES1000mN3121000E4246000",4246500,3121500
2728,"2024-12-13","08425083","CRS3035RES1000mN2825000E4322000",4322500,2825500
2729,"2024-12-13","08236040","CRS3035RES1000mN2869000E4236000",4236500,2869500
2730,"2024-12-13","09773119","CRS3035RES1000mN2836000E4366000",4366500,2836500
2731,"2024-12-13","08335015","CRS3035RES1000mN2732000E4222000",4222500,2732500
2732,"2024-12-13","03155012","CRS3035RES1000mN3173000E4293000",4293500,3173500
2733,"2024-12-13","03155012","CRS3035RES1000mN3171000E4297000",4297500,3171500
2734,"2024-12-13","14730270","CRS3035RES1000mN3144000E4475000",4475500,3144500
2735,"2024-12-13","05954032","CRS3035RES1000mN3144000E4138000",4138500,3144500
2736,"2024-12-13","03241001","CRS3035RES1000mN3248000E4305000",4305500,3248500
2737,"2024-12-13","08119008","CRS3035RES1000mN2867000E4279000",4279500,2867500
2738,"2024-12-13","08212000","CRS3035RES1000mN2877000E4204000",4204500,2877500
2739,"2024-12-13","12063208","CRS3035RES1000mN3282000E4510000",4510500,3282500
2740,"2024-12-13","05113000","CRS3035RES1000mN3156000E4113000",4113500,3156500
2741,"2024-12-13","16072011","CRS3035RES1000mN3042000E4404000",4404500,3042500
2742,"2024-12-13","09374162","CRS3035RES1000mN2943000E4491000",4491500,2943500
